delivery_id,distribution_center_id,municipality,date,supply_type,quantity_requested,quantity_delivered,population_at_center,delivery_delay_hours,transport_mode,road_condition,weather_on_delivery_day,number_of_aid_workers,center_capacity
DEL-03613,IC-0146,Rincon del Este,2025-10-02,Food,565,315,226,1.9,Helicopter,No,Clear,9,143
DEL-03614,IC-0150,Rincon del Este,2025-10-02,Food,371,285,147,0.0,Truck,Yes,Clear,8,100
DEL-03615,IC-0150,Rincon del Este,2025-10-02,Water,332,245,145,0.0,Helicopter,Yes,Clear,7,122
DEL-03616,IC-0001,Puerto Nuevo,2025-10-03,Food,1746,657,728,1.8,Truck,Yes,Rain,5,2001
DEL-03617,IC-0001,Puerto Nuevo,2025-10-03,Shelter Materials,76,63,1037,0.3,Helicopter,Yes,Rain,3,1487
DEL-03618,IC-0008,Puerto Nuevo,2025-10-03,Water,1115,554,281,1.4,Truck,Yes,Rain,6,124
DEL-03619,IC-0008,Puerto Nuevo,2025-10-03,Water,107,73,50,1.8,Truck,Yes,Rain,8,130
DEL-03620,IC-0008,Puerto Nuevo,2025-10-03,Shelter Materials,14,13,194,0.0,Helicopter,Yes,Rain,5,125
DEL-03621,IC-0008,Puerto Nuevo,2025-10-03,Water,280,280,138,1.6,Boat,Yes,Rain,4,100
DEL-03622,IC-0050,Sierra Alta,2025-10-03,Hygiene Kits,169,91,522,4.2,Truck,Limited,Rain,10,1031
DEL-03623,IC-0050,Sierra Alta,2025-10-03,Hygiene Kits,209,150,547,1.8,Truck,Limited,Rain,5,699
DEL-03624,IC-0050,Sierra Alta,2025-10-03,Food,181,125,102,1.5,Helicopter,Limited,Rain,6,1030
DEL-03625,IC-0050,Sierra Alta,2025-10-03,Water,494,196,150,8.3,Boat,Limited,Rain,4,1048
DEL-03626,IC-0053,Sierra Alta,2025-10-03,Water,1561,928,611,2.0,Boat,Limited,Rain,2,799
DEL-03627,IC-0053,Sierra Alta,2025-10-03,Water,935,658,251,3.7,Truck,Limited,Rain,5,782
DEL-03628,IC-0053,Sierra Alta,2025-10-03,Food,1020,646,409,4.7,Helicopter,Limited,Rain,11,703
DEL-03629,IC-0053,Sierra Alta,2025-10-03,Water,1017,511,498,0.0,Helicopter,Limited,Rain,6,931
DEL-03630,IC-0078,Costa Sur,2025-10-03,Shelter Materials,130,95,671,2.2,Truck,Yes,Rain,6,1212
DEL-03631,IC-0078,Costa Sur,2025-10-03,Food,1713,1562,637,3.8,Truck,Yes,Rain,8,1489
DEL-03632,IC-0079,Costa Sur,2025-10-03,Food,91,43,50,5.2,Truck,Limited,Rain,8,323
DEL-03633,IC-0079,Costa Sur,2025-10-03,Medical Supplies,16,8,140,2.3,Helicopter,Limited,Rain,6,427
DEL-03634,IC-0079,Costa Sur,2025-10-03,Hygiene Kits,85,45,114,5.2,Boat,Limited,Rain,8,346
DEL-03635,IC-0079,Costa Sur,2025-10-03,Food,835,481,547,4.5,Truck,Limited,Rain,9,336
DEL-03636,IC-0089,Costa Sur,2025-10-03,Hygiene Kits,115,79,292,4.6,Boat,Yes,Rain,6,818
DEL-03637,IC-0099,Bahia Verde,2025-10-03,Water,929,735,267,0.0,Helicopter,Yes,Rain,5,239
DEL-03638,IC-0099,Bahia Verde,2025-10-03,Water,178,125,50,1.7,Helicopter,Yes,Rain,14,185
DEL-03639,IC-0099,Bahia Verde,2025-10-03,Hygiene Kits,29,14,50,0.0,Helicopter,Yes,Rain,4,231
DEL-03640,IC-0099,Bahia Verde,2025-10-03,Water,841,592,385,2.3,Truck,Yes,Rain,5,199
DEL-03641,IC-0100,Bahia Verde,2025-10-03,Food,734,628,396,2.3,Truck,Yes,Rain,8,841
DEL-03642,IC-0100,Bahia Verde,2025-10-03,Food,1346,827,455,1.3,Truck,Yes,Rain,5,855
DEL-03643,IC-0100,Bahia Verde,2025-10-03,Food,1750,953,656,0.5,Truck,Yes,Rain,7,787
DEL-03644,IC-0100,Bahia Verde,2025-10-03,Food,1750,1244,711,1.1,Truck,Yes,Rain,4,1087
DEL-03645,IC-0109,Bahia Verde,2025-10-03,Hygiene Kits,200,154,620,3.5,Truck,Yes,Rain,8,1196
DEL-03646,IC-0109,Bahia Verde,2025-10-03,Medical Supplies,231,78,866,3.5,Truck,Yes,Rain,6,1218
DEL-03647,IC-0117,Bahia Verde,2025-10-03,Medical Supplies,102,49,393,4.5,Truck,Limited,Rain,3,1110
DEL-03648,IC-0117,Bahia Verde,2025-10-03,Water,796,263,368,2.8,Truck,Limited,Rain,12,728
DEL-03649,IC-0117,Bahia Verde,2025-10-03,Water,1236,743,415,3.0,Truck,Limited,Rain,12,988
DEL-03650,IC-0121,Bahia Verde,2025-10-03,Medical Supplies,49,36,427,2.6,Truck,Yes,Rain,5,467
DEL-03651,IC-0121,Bahia Verde,2025-10-03,Water,759,410,200,2.0,Truck,Yes,Rain,12,598
DEL-03652,IC-0121,Bahia Verde,2025-10-03,Medical Supplies,62,38,242,1.7,Helicopter,Yes,Rain,9,436
DEL-03653,IC-0123,Bahia Verde,2025-10-03,Shelter Materials,59,41,580,3.4,Boat,Yes,Rain,10,572
DEL-03654,IC-0123,Bahia Verde,2025-10-03,Water,1087,1043,533,0.3,Helicopter,Yes,Rain,3,729
DEL-03655,IC-0123,Bahia Verde,2025-10-03,Hygiene Kits,220,104,510,1.7,Helicopter,Yes,Rain,7,697
DEL-03656,IC-0123,Bahia Verde,2025-10-03,Water,1679,1202,578,0.0,Helicopter,Yes,Rain,11,965
DEL-03657,IC-0124,Bahia Verde,2025-10-03,Hygiene Kits,605,405,923,1.3,Truck,Yes,Rain,11,1579
DEL-03658,IC-0124,Bahia Verde,2025-10-03,Hygiene Kits,307,229,995,3.0,Truck,Yes,Rain,7,1564
DEL-03659,IC-0124,Bahia Verde,2025-10-03,Hygiene Kits,594,381,803,3.7,Boat,Yes,Rain,10,1173
DEL-03660,IC-0124,Bahia Verde,2025-10-03,Medical Supplies,348,250,944,0.0,Truck,Yes,Rain,6,1495
DEL-03661,IC-0135,Rincon del Este,2025-10-03,Hygiene Kits,63,39,84,1.6,Helicopter,Limited,Rain,3,447
DEL-03662,IC-0135,Rincon del Este,2025-10-03,Food,134,73,50,1.9,Boat,Limited,Rain,7,427
DEL-03663,IC-0135,Rincon del Este,2025-10-03,Water,1987,1330,678,4.6,Truck,Limited,Rain,6,294
DEL-03664,IC-0149,Rincon del Este,2025-10-03,Water,225,171,76,3.2,Truck,Yes,Rain,4,375
DEL-03665,IC-0149,Rincon del Este,2025-10-03,Medical Supplies,10,5,50,1.7,Truck,Yes,Rain,2,438
DEL-03666,IC-0006,Puerto Nuevo,2025-10-03,Hygiene Kits,395,292,963,1.6,Truck,Yes,Rain,9,1563
DEL-03667,IC-0006,Puerto Nuevo,2025-10-03,Food,1684,867,965,3.7,Truck,Yes,Rain,12,1379
DEL-03668,IC-0006,Puerto Nuevo,2025-10-03,Food,1201,537,739,2.9,Helicopter,Yes,Rain,9,1725
DEL-03669,IC-0006,Puerto Nuevo,2025-10-03,Food,2503,1914,864,1.3,Boat,Yes,Rain,6,1243
DEL-03670,IC-0007,Puerto Nuevo,2025-10-03,Food,1416,1098,721,0.0,Truck,Yes,Rain,12,1506
DEL-03671,IC-0007,Puerto Nuevo,2025-10-03,Food,2090,1197,1069,4.2,Boat,Yes,Rain,13,1561
DEL-03672,IC-0007,Puerto Nuevo,2025-10-03,Water,2509,1346,649,5.6,Truck,Yes,Rain,5,1576
DEL-03673,IC-0007,Puerto Nuevo,2025-10-03,Medical Supplies,210,106,616,0.0,Truck,Yes,Rain,8,1820
DEL-03674,IC-0010,Puerto Nuevo,2025-10-03,Medical Supplies,88,59,301,0.7,Truck,Limited,Rain,8,602
DEL-03675,IC-0012,Puerto Nuevo,2025-10-03,Shelter Materials,309,164,1547,0.0,Helicopter,Yes,Rain,8,3645
DEL-03676,IC-0012,Puerto Nuevo,2025-10-03,Water,5951,3624,1773,2.4,Helicopter,Yes,Rain,6,2619
DEL-03677,IC-0016,Puerto Nuevo,2025-10-03,Medical Supplies,261,110,1465,2.8,Truck,Limited,Rain,5,2564
DEL-03678,IC-0016,Puerto Nuevo,2025-10-03,Food,2917,2866,1462,5.0,Boat,Limited,Rain,5,2759
DEL-03679,IC-0016,Puerto Nuevo,2025-10-03,Food,3579,2220,1506,5.6,Boat,Limited,Rain,4,2772
DEL-03680,IC-0018,Puerto Nuevo,2025-10-03,Shelter Materials,40,16,394,0.2,Helicopter,Yes,Rain,8,710
DEL-03681,IC-0018,Puerto Nuevo,2025-10-03,Water,2190,1425,663,0.3,Helicopter,Yes,Rain,12,906
DEL-03682,IC-0018,Puerto Nuevo,2025-10-03,Water,1335,876,529,0.0,Truck,Yes,Rain,15,1075
DEL-03683,IC-0018,Puerto Nuevo,2025-10-03,Medical Supplies,285,258,820,1.3,Truck,Yes,Rain,7,1013
DEL-03684,IC-0022,Puerto Nuevo,2025-10-03,Medical Supplies,537,413,1833,2.6,Boat,Yes,Rain,3,3107
DEL-03685,IC-0022,Puerto Nuevo,2025-10-03,Medical Supplies,746,360,2246,1.7,Truck,Yes,Rain,5,4258
DEL-03686,IC-0025,Puerto Nuevo,2025-10-03,Food,1479,1269,699,2.2,Boat,Yes,Rain,10,983
DEL-03687,IC-0025,Puerto Nuevo,2025-10-03,Water,1655,799,637,4.3,Helicopter,Yes,Rain,7,820
DEL-03688,IC-0025,Puerto Nuevo,2025-10-03,Medical Supplies,92,71,660,1.8,Truck,Yes,Rain,5,763
DEL-03689,IC-0025,Puerto Nuevo,2025-10-03,Food,559,511,345,1.5,Truck,Yes,Rain,12,1098
DEL-03690,IC-0026,Puerto Nuevo,2025-10-03,Medical Supplies,64,54,211,1.6,Truck,Yes,Rain,8,324
DEL-03691,IC-0026,Puerto Nuevo,2025-10-03,Hygiene Kits,33,21,112,4.5,Truck,Yes,Rain,8,330
DEL-03692,IC-0026,Puerto Nuevo,2025-10-03,Water,400,185,115,1.7,Truck,Yes,Rain,8,257
DEL-03693,IC-0027,Puerto Nuevo,2025-10-03,Food,3222,1011,1831,5.3,Boat,No,Rain,7,4537
DEL-03694,IC-0029,Puerto Nuevo,2025-10-03,Medical Supplies,15,11,148,1.9,Truck,Yes,Rain,5,106
DEL-03695,IC-0029,Puerto Nuevo,2025-10-03,Shelter Materials,10,5,50,0.0,Truck,Yes,Rain,9,120
DEL-03696,IC-0029,Puerto Nuevo,2025-10-03,Food,224,185,97,0.6,Truck,Yes,Rain,5,120
DEL-03697,IC-0032,Puerto Nuevo,2025-10-03,Water,304,234,78,1.7,Truck,Yes,Rain,11,100
DEL-03698,IC-0032,Puerto Nuevo,2025-10-03,Water,150,112,50,1.7,Truck,Yes,Rain,4,120
DEL-03699,IC-0032,Puerto Nuevo,2025-10-03,Food,90,46,50,3.3,Truck,Yes,Rain,3,100
DEL-03700,IC-0032,Puerto Nuevo,2025-10-03,Water,783,528,272,3.3,Boat,Yes,Rain,2,105
DEL-03701,IC-0035,Puerto Nuevo,2025-10-03,Water,981,975,358,4.3,Truck,Yes,Rain,7,923
DEL-03702,IC-0037,Puerto Nuevo,2025-10-03,Food,2666,2047,1034,2.4,Truck,Yes,Rain,10,2113
DEL-03703,IC-0037,Puerto Nuevo,2025-10-03,Food,3996,1975,1379,0.0,Truck,Yes,Rain,8,3183
DEL-03704,IC-0037,Puerto Nuevo,2025-10-03,Water,5062,1577,1452,2.0,Helicopter,Yes,Rain,2,2731
DEL-03705,IC-0037,Puerto Nuevo,2025-10-03,Water,5519,3314,1827,2.2,Helicopter,Yes,Rain,2,2666
DEL-03706,IC-0038,Puerto Nuevo,2025-10-03,Food,148,147,50,3.4,Helicopter,Yes,Rain,10,203
DEL-03707,IC-0038,Puerto Nuevo,2025-10-03,Medical Supplies,10,9,50,1.7,Boat,Yes,Rain,9,185
DEL-03708,IC-0038,Puerto Nuevo,2025-10-03,Medical Supplies,12,8,70,0.0,Truck,Yes,Rain,9,213
DEL-03709,IC-0039,Puerto Nuevo,2025-10-03,Shelter Materials,18,10,111,1.6,Truck,Limited,Rain,12,107
DEL-03710,IC-0039,Puerto Nuevo,2025-10-03,Water,631,381,282,1.7,Truck,Limited,Rain,7,123
DEL-03711,IC-0039,Puerto Nuevo,2025-10-03,Hygiene Kits,79,54,180,0.0,Helicopter,Limited,Rain,9,119
DEL-03712,IC-0039,Puerto Nuevo,2025-10-03,Shelter Materials,35,24,569,5.6,Truck,Limited,Rain,8,100
DEL-03713,IC-0041,Puerto Nuevo,2025-10-03,Shelter Materials,56,39,289,4.0,Helicopter,Limited,Rain,6,788
DEL-03714,IC-0041,Puerto Nuevo,2025-10-03,Shelter Materials,36,29,285,4.0,Helicopter,Limited,Rain,7,788
DEL-03715,IC-0041,Puerto Nuevo,2025-10-03,Hygiene Kits,166,134,213,2.5,Boat,Limited,Rain,5,572
DEL-03716,IC-0043,Puerto Nuevo,2025-10-03,Food,90,35,50,4.0,Helicopter,Limited,Rain,7,124
DEL-03717,IC-0043,Puerto Nuevo,2025-10-03,Water,490,244,139,0.8,Truck,Limited,Rain,7,132
DEL-03718,IC-0043,Puerto Nuevo,2025-10-03,Medical Supplies,12,5,50,1.1,Helicopter,Limited,Rain,4,134
DEL-03719,IC-0043,Puerto Nuevo,2025-10-03,Hygiene Kits,89,64,138,5.0,Helicopter,Limited,Rain,4,125
DEL-03720,IC-0045,Puerto Nuevo,2025-10-03,Food,181,140,62,2.2,Boat,Yes,Rain,4,127
DEL-03721,IC-0045,Puerto Nuevo,2025-10-03,Food,772,610,450,4.5,Truck,Yes,Rain,4,100
DEL-03722,IC-0046,Sierra Alta,2025-10-03,Medical Supplies,208,105,1031,1.0,Truck,Yes,Rain,10,1663
DEL-03723,IC-0046,Sierra Alta,2025-10-03,Water,1380,943,583,1.4,Truck,Yes,Rain,9,1459
DEL-03724,IC-0049,Sierra Alta,2025-10-03,Medical Supplies,116,63,372,3.3,Truck,Yes,Rain,6,724
DEL-03725,IC-0052,Sierra Alta,2025-10-03,Hygiene Kits,30,23,85,3.4,Truck,Yes,Rain,5,121
DEL-03726,IC-0052,Sierra Alta,2025-10-03,Food,108,74,50,3.6,Truck,Yes,Rain,7,100
DEL-03727,IC-0052,Sierra Alta,2025-10-03,Hygiene Kits,16,10,50,3.4,Helicopter,Yes,Rain,9,100
DEL-03728,IC-0052,Sierra Alta,2025-10-03,Food,509,238,202,4.1,Truck,Yes,Rain,4,100
DEL-03729,IC-0059,Sierra Alta,2025-10-03,Water,3713,3548,1063,1.0,Truck,Yes,Rain,8,1304
DEL-03730,IC-0059,Sierra Alta,2025-10-03,Shelter Materials,128,64,758,4.4,Truck,Yes,Rain,5,1267
DEL-03731,IC-0060,Sierra Alta,2025-10-03,Food,2467,1310,1037,4.0,Boat,Limited,Rain,5,1756
DEL-03732,IC-0060,Sierra Alta,2025-10-03,Shelter Materials,202,82,1217,4.5,Boat,Limited,Rain,5,1958
DEL-03733,IC-0060,Sierra Alta,2025-10-03,Food,2233,1522,845,1.7,Truck,Limited,Rain,6,2095
DEL-03734,IC-0062,Sierra Alta,2025-10-03,Food,142,59,50,3.0,Boat,Limited,Rain,8,216
DEL-03735,IC-0062,Sierra Alta,2025-10-03,Water,594,209,235,4.3,Truck,Limited,Rain,11,192
DEL-03736,IC-0062,Sierra Alta,2025-10-03,Hygiene Kits,26,16,50,3.5,Helicopter,Limited,Rain,10,204
DEL-03737,IC-0063,Sierra Alta,2025-10-03,Food,1348,749,641,2.7,Truck,Yes,Rain,7,873
DEL-03738,IC-0063,Sierra Alta,2025-10-03,Water,454,264,187,1.9,Truck,Yes,Rain,3,755
DEL-03739,IC-0065,Sierra Alta,2025-10-03,Water,805,506,275,1.9,Truck,Yes,Rain,8,412
DEL-03740,IC-0065,Sierra Alta,2025-10-03,Medical Supplies,21,14,68,0.9,Truck,Yes,Rain,6,531
DEL-03741,IC-0066,Sierra Alta,2025-10-03,Shelter Materials,10,6,106,6.1,Boat,No,Rain,6,100
DEL-03742,IC-0066,Sierra Alta,2025-10-03,Food,94,53,50,2.8,Helicopter,No,Rain,9,113
DEL-03743,IC-0066,Sierra Alta,2025-10-03,Hygiene Kits,22,7,50,5.6,Boat,No,Rain,6,130
DEL-03744,IC-0066,Sierra Alta,2025-10-03,Food,608,253,225,6.9,Boat,No,Rain,7,100
DEL-03745,IC-0068,Costa Sur,2025-10-03,Shelter Materials,335,154,1882,4.8,Boat,Yes,Rain,7,2401
DEL-03746,IC-0068,Costa Sur,2025-10-03,Medical Supplies,516,256,1318,3.3,Truck,Yes,Rain,12,2592
DEL-03747,IC-0068,Costa Sur,2025-10-03,Water,3734,2421,1339,0.6,Truck,Yes,Rain,9,3686
DEL-03748,IC-0068,Costa Sur,2025-10-03,Shelter Materials,348,199,1959,1.5,Truck,Yes,Rain,9,3916
DEL-03749,IC-0069,Costa Sur,2025-10-03,Water,1984,1094,793,3.7,Truck,Yes,Rain,5,1131
DEL-03750,IC-0069,Costa Sur,2025-10-03,Water,1351,337,386,3.6,Truck,Yes,Rain,9,1411
DEL-03751,IC-0069,Costa Sur,2025-10-03,Water,1767,420,656,1.9,Truck,Yes,Rain,3,993
DEL-03752,IC-0069,Costa Sur,2025-10-03,Medical Supplies,99,32,889,1.8,Truck,Yes,Rain,5,996
DEL-03753,IC-0071,Costa Sur,2025-10-03,Food,78,49,50,0.0,Truck,Yes,Rain,15,102
DEL-03754,IC-0071,Costa Sur,2025-10-03,Food,297,112,188,4.0,Truck,Yes,Rain,2,100
DEL-03755,IC-0071,Costa Sur,2025-10-03,Food,330,175,128,1.0,Truck,Yes,Rain,6,119
DEL-03756,IC-0071,Costa Sur,2025-10-03,Shelter Materials,30,18,220,0.8,Helicopter,Yes,Rain,12,135
DEL-03757,IC-0072,Costa Sur,2025-10-03,Hygiene Kits,571,329,773,4.8,Truck,Yes,Rain,5,745
DEL-03758,IC-0072,Costa Sur,2025-10-03,Food,1052,577,574,0.0,Helicopter,Yes,Rain,7,1006
DEL-03759,IC-0072,Costa Sur,2025-10-03,Food,1126,615,527,1.8,Helicopter,Yes,Rain,13,1187
DEL-03760,IC-0072,Costa Sur,2025-10-03,Food,1403,814,616,0.0,Truck,Yes,Rain,11,717
DEL-03761,IC-0073,Costa Sur,2025-10-03,Medical Supplies,418,211,1272,2.5,Truck,Yes,Rain,8,2710
DEL-03762,IC-0073,Costa Sur,2025-10-03,Water,5404,2334,1434,0.6,Truck,Yes,Rain,7,2937
DEL-03763,IC-0074,Costa Sur,2025-10-03,Water,813,626,246,1.7,Truck,Yes,Rain,7,454
DEL-03764,IC-0074,Costa Sur,2025-10-03,Water,1637,984,498,2.1,Truck,Yes,Rain,9,486
DEL-03765,IC-0075,Costa Sur,2025-10-03,Water,219,101,72,3.4,Truck,Limited,Rain,3,150
DEL-03766,IC-0075,Costa Sur,2025-10-03,Shelter Materials,10,5,150,3.3,Truck,Limited,Rain,5,184
DEL-03767,IC-0075,Costa Sur,2025-10-03,Water,752,286,224,3.0,Truck,Limited,Rain,11,138
DEL-03768,IC-0082,Costa Sur,2025-10-03,Hygiene Kits,140,61,181,2.3,Helicopter,Limited,Rain,11,906
DEL-03769,IC-0082,Costa Sur,2025-10-03,Food,1846,911,816,3.2,Helicopter,Limited,Rain,11,881
DEL-03770,IC-0083,Costa Sur,2025-10-03,Water,803,233,201,2.8,Boat,Limited,Rain,13,629
DEL-03771,IC-0083,Costa Sur,2025-10-03,Medical Supplies,107,29,270,2.8,Truck,Limited,Rain,9,627
DEL-03772,IC-0084,Costa Sur,2025-10-03,Water,894,348,255,4.3,Boat,No,Rain,5,877
DEL-03773,IC-0084,Costa Sur,2025-10-03,Water,1853,661,605,5.0,Helicopter,No,Rain,10,824
DEL-03774,IC-0090,Costa Sur,2025-10-03,Water,1731,761,615,4.7,Helicopter,No,Rain,10,963
DEL-03775,IC-0090,Costa Sur,2025-10-03,Food,1260,404,737,3.3,Boat,No,Rain,10,1151
DEL-03776,IC-0094,Costa Sur,2025-10-03,Food,239,109,85,1.0,Helicopter,Yes,Rain,6,687
DEL-03777,IC-0094,Costa Sur,2025-10-03,Food,444,310,274,3.7,Boat,Yes,Rain,5,494
DEL-03778,IC-0094,Costa Sur,2025-10-03,Shelter Materials,10,7,50,1.8,Truck,Yes,Rain,8,551
DEL-03779,IC-0094,Costa Sur,2025-10-03,Medical Supplies,106,51,280,1.0,Helicopter,Yes,Rain,9,453
DEL-03780,IC-0097,Costa Sur,2025-10-03,Hygiene Kits,131,88,179,5.6,Truck,Yes,Rain,7,652
DEL-03781,IC-0097,Costa Sur,2025-10-03,Medical Supplies,143,103,456,3.9,Helicopter,Yes,Rain,9,609
DEL-03782,IC-0097,Costa Sur,2025-10-03,Food,1478,870,633,1.9,Truck,Yes,Rain,6,688
DEL-03783,IC-0097,Costa Sur,2025-10-03,Food,689,365,244,0.0,Truck,Yes,Rain,6,645
DEL-03784,IC-0098,Bahia Verde,2025-10-03,Medical Supplies,61,50,176,0.9,Helicopter,Yes,Rain,13,217
DEL-03785,IC-0098,Bahia Verde,2025-10-03,Water,370,185,101,0.5,Helicopter,Yes,Rain,7,218
DEL-03786,IC-0098,Bahia Verde,2025-10-03,Water,1521,989,497,3.8,Truck,Yes,Rain,8,251
DEL-03787,IC-0101,Bahia Verde,2025-10-03,Water,735,632,350,3.3,Truck,Yes,Rain,11,417
DEL-03788,IC-0101,Bahia Verde,2025-10-03,Food,443,437,157,1.2,Truck,Yes,Rain,10,307
DEL-03789,IC-0101,Bahia Verde,2025-10-03,Shelter Materials,24,18,359,1.5,Truck,Yes,Rain,6,276
DEL-03790,IC-0107,Bahia Verde,2025-10-03,Water,881,481,250,3.7,Truck,Limited,Rain,9,100
DEL-03791,IC-0110,Bahia Verde,2025-10-03,Water,1083,908,435,3.5,Helicopter,Yes,Rain,6,646
DEL-03792,IC-0110,Bahia Verde,2025-10-03,Water,1343,1047,476,1.1,Truck,Yes,Rain,8,901
DEL-03793,IC-0110,Bahia Verde,2025-10-03,Water,1165,926,457,2.4,Truck,Yes,Rain,9,819
DEL-03794,IC-0110,Bahia Verde,2025-10-03,Hygiene Kits,232,166,645,3.4,Helicopter,Yes,Rain,7,936
DEL-03795,IC-0125,Bahia Verde,2025-10-03,Water,957,569,262,2.9,Truck,Limited,Rain,8,905
DEL-03796,IC-0125,Bahia Verde,2025-10-03,Food,1001,494,564,2.4,Helicopter,Limited,Rain,7,785
DEL-03797,IC-0125,Bahia Verde,2025-10-03,Water,1253,728,474,1.2,Helicopter,Limited,Rain,3,1088
DEL-03798,IC-0126,Rincon del Este,2025-10-03,Food,1076,507,673,3.9,Truck,Yes,Rain,12,628
DEL-03799,IC-0126,Rincon del Este,2025-10-03,Food,836,440,427,2.4,Truck,Yes,Rain,6,531
DEL-03800,IC-0127,Rincon del Este,2025-10-03,Hygiene Kits,640,470,1147,0.1,Helicopter,Limited,Rain,8,2182
DEL-03801,IC-0130,Rincon del Este,2025-10-03,Medical Supplies,106,93,443,0.8,Truck,Yes,Rain,10,487
DEL-03802,IC-0130,Rincon del Este,2025-10-03,Food,551,237,244,2.7,Helicopter,Yes,Rain,5,638
DEL-03803,IC-0130,Rincon del Este,2025-10-03,Food,1576,245,628,0.7,Helicopter,Yes,Rain,9,757
DEL-03804,IC-0131,Rincon del Este,2025-10-03,Water,933,553,354,5.8,Boat,Limited,Rain,3,174
DEL-03805,IC-0131,Rincon del Este,2025-10-03,Food,865,311,446,2.9,Helicopter,Limited,Rain,10,165
DEL-03806,IC-0131,Rincon del Este,2025-10-03,Food,1462,834,592,5.7,Truck,Limited,Rain,7,170
DEL-03807,IC-0133,Rincon del Este,2025-10-03,Hygiene Kits,487,118,653,4.7,Truck,Limited,Rain,7,394
DEL-03808,IC-0133,Rincon del Este,2025-10-03,Food,569,180,358,3.3,Truck,Limited,Rain,8,477
DEL-03809,IC-0134,Rincon del Este,2025-10-03,Water,1248,471,349,5.6,Truck,Limited,Rain,6,436
DEL-03810,IC-0134,Rincon del Este,2025-10-03,Hygiene Kits,171,52,215,2.2,Helicopter,Limited,Rain,5,445
DEL-03811,IC-0134,Rincon del Este,2025-10-03,Food,718,350,286,3.9,Helicopter,Limited,Rain,4,643
DEL-03812,IC-0134,Rincon del Este,2025-10-03,Medical Supplies,10,5,50,2.4,Truck,Limited,Rain,2,566
DEL-03813,IC-0137,Rincon del Este,2025-10-03,Food,1214,1104,780,1.2,Truck,Yes,Rain,8,1116
DEL-03814,IC-0137,Rincon del Este,2025-10-03,Food,2995,2421,1068,0.0,Truck,Yes,Rain,8,1907
DEL-03815,IC-0137,Rincon del Este,2025-10-03,Water,1271,689,406,3.4,Truck,Yes,Rain,7,1328
DEL-03816,IC-0137,Rincon del Este,2025-10-03,Water,2517,654,807,1.1,Truck,Yes,Rain,5,1592
DEL-03817,IC-0145,Rincon del Este,2025-10-03,Shelter Materials,14,9,105,0.1,Truck,Yes,Rain,9,122
DEL-03818,IC-0145,Rincon del Este,2025-10-03,Food,91,12,50,1.1,Truck,Yes,Rain,7,117
DEL-03819,IC-0146,Rincon del Este,2025-10-03,Medical Supplies,58,29,219,5.6,Helicopter,No,Rain,2,100
DEL-03820,IC-0146,Rincon del Este,2025-10-03,Medical Supplies,80,12,304,5.1,Truck,No,Rain,6,110
DEL-03821,IC-0150,Rincon del Este,2025-10-03,Hygiene Kits,27,12,50,2.7,Truck,Yes,Rain,2,101
DEL-03822,IC-0001,Puerto Nuevo,2025-10-04,Shelter Materials,217,119,1358,2.3,Truck,Yes,Rain,9,2134
DEL-03823,IC-0008,Puerto Nuevo,2025-10-04,Water,197,150,95,1.7,Boat,Yes,Rain,6,106
DEL-03824,IC-0008,Puerto Nuevo,2025-10-04,Shelter Materials,10,6,50,0.9,Truck,Yes,Rain,8,135
DEL-03825,IC-0008,Puerto Nuevo,2025-10-04,Water,139,91,50,3.4,Truck,Yes,Rain,11,130
DEL-03826,IC-0050,Sierra Alta,2025-10-04,Food,1402,823,670,3.3,Truck,Limited,Rain,9,908
DEL-03827,IC-0050,Sierra Alta,2025-10-04,Food,928,607,353,3.1,Truck,Limited,Rain,10,714
DEL-03828,IC-0050,Sierra Alta,2025-10-04,Food,1264,922,656,3.5,Boat,Limited,Rain,11,1056
DEL-03829,IC-0050,Sierra Alta,2025-10-04,Hygiene Kits,188,112,354,3.7,Helicopter,Limited,Rain,8,738
DEL-03830,IC-0053,Sierra Alta,2025-10-04,Hygiene Kits,200,72,386,3.2,Boat,Limited,Rain,3,979
DEL-03831,IC-0053,Sierra Alta,2025-10-04,Hygiene Kits,263,139,777,3.5,Boat,Limited,Rain,7,846
DEL-03832,IC-0053,Sierra Alta,2025-10-04,Food,609,330,258,1.6,Boat,Limited,Rain,10,1213
DEL-03833,IC-0053,Sierra Alta,2025-10-04,Water,1518,590,413,4.1,Helicopter,Limited,Rain,4,1185
DEL-03834,IC-0078,Costa Sur,2025-10-04,Shelter Materials,86,27,484,1.6,Helicopter,Yes,Rain,13,1409
DEL-03835,IC-0078,Costa Sur,2025-10-04,Medical Supplies,203,101,713,0.0,Truck,Yes,Rain,5,1288
DEL-03836,IC-0078,Costa Sur,2025-10-04,Shelter Materials,148,89,974,3.4,Truck,Yes,Rain,11,1422
DEL-03837,IC-0079,Costa Sur,2025-10-04,Food,835,164,293,1.8,Helicopter,Limited,Rain,8,446
DEL-03838,IC-0079,Costa Sur,2025-10-04,Water,174,54,50,1.1,Helicopter,Limited,Rain,5,321
DEL-03839,IC-0079,Costa Sur,2025-10-04,Food,400,167,155,3.3,Truck,Limited,Rain,8,487
DEL-03840,IC-0089,Costa Sur,2025-10-04,Food,367,162,237,1.2,Truck,Yes,Rain,8,981
